SNP	CHR	BP	P	POS	GENEID	NEIGHBORGENE	FUNCTION
Chr3_17129957	3	17129957	1.055618e-02	67255917	AT3G46520	NA	actin-12 (EC actin-12)
Chr5_20768382	5	20768382	1.619489e-02	112939228	AT5G51070	NA	Clp ATPase (EC Clp ATPase)
Chr5_15166815	5	15166815	1.145609e-02	107337661	AT5G38020	NA	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (EC S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
Chr2_16442854	2	16442854	1.094410e-02	46870525	AT2G39360	NA	Protein kinase superfamily protein (EC Protein kinase superfamily protein)
Chr4_12852616	4	12852616	1.520804e-02	86438406	AT4G24990	NA	Ubiquitin family protein (EC Ubiquitin family protein)
Chr2_11186186	2	11186186	1.073544e-02	41613857	AT2G26270	NA	NA
Chr1_15715555	1	15715555	1.318820e-02	15715555	NA	NA	NA
Chr3_15753808	3	15753808	1.051014e-02	65879768	AT3G43920	NA	dicer-like 3 (EC dicer-like 3)
Chr5_19024546	5	19024546	8.599325e-03	111195392	NA	NA	NA
Chr3_20709882	3	20709882	1.023671e-02	70835842	AT3G55800	NA	sedoheptulose-bisphosphatase (EC sedoheptulose-bisphosphatase)
Chr5_16441851	5	16441851	1.485942e-02	108612697	AT5G41080	NA	PLC-like phosphodiesterases superfamily protein (EC PLC-like phosphodiesterases superfamily protein)
Chr2_11012975	2	11012975	1.526356e-02	41440646	AT2G25800	NA	Protein of unknown function (DUF810) (EC Protein of unknown function (DUF810))
Chr1_25325893	1	25325893	1.286497e-02	25325893	AT1G67570	NA	Protein of unknown function (DUF3537) (EC Protein of unknown function (DUF3537))
Chr2_2130954	2	2130954	9.589597e-03	32558625	NA	NA	NA
Chr1_5423157	1	5423157	2.578303e-02	5423157	AT1G15750	NA	Transducin family protein / WD-40 repeat family protein (EC Transducin family protein / WD-40 repeat family protein)
Chr1_13767419	1	13767419	1.784121e-02	13767419	NA	NA	NA
Chr5_14766368	5	14766368	9.416018e-03	106937214	NA	NA	NA
Chr3_19955656	3	19955656	1.104196e-02	70081616	AT3G53880	NA	NAD(P)-linked oxidoreductase superfamily protein (EC NAD(P)-linked oxidoreductase superfamily protein)
Chr5_9339371	5	9339371	2.563084e-03	101510217	NA	NA	NA
Chr5_10848876	5	10848876	2.602161e-03	103019722	NA	NA	NA
Chr4_7917721	4	7917721	1.217801e-02	81503511	AT4G13610	NA	DNA (cytosine-5-)-methyltransferase family protein (EC DNA (cytosine-5-)-methyltransferase family protein)
Chr1_5462747	1	5462747	4.294904e-03	5462747	AT1G15890	NA	Disease resistance protein (CC-NBS-LRR class) family (EC Disease resistance protein (CC-NBS-LRR class) family)
Chr4_8717835	4	8717835	2.394909e-03	82303625	AT4G15270	NA	glucosyltransferase-related (EC glucosyltransferase-related)
Chr1_10698313	1	10698313	3.965404e-03	10698313	NA	NA	NA
Chr1_3992773	1	3992773	1.064215e-02	3992773	AT1G11820	NA	O-Glycosyl hydrolases family 17 protein (EC O-Glycosyl hydrolases family 17 protein)
Chr1_12559927	1	12559927	9.361018e-03	12559927	AT1G34390	NA	auxin response factor 22 (EC auxin response factor 22)
Chr2_5287104	2	5287104	7.441750e-03	35714775	NA	NA	NA
Chr2_5427927	2	5427927	7.441750e-03	35855598	NA	NA	NA
Chr4_12870101	4	12870101	7.288582e-03	86455891	AT4G25050	NA	acyl carrier protein 4 (EC acyl carrier protein 4)
Chr3_15826461	3	15826461	1.071244e-02	65952421	AT3G44060	NA	F-box/RNI-like superfamily protein (EC F-box/RNI-like superfamily protein)
Chr1_5195362	1	5195362	1.465960e-02	5195362	AT1G15100	NA	RING-H2 finger A2A (EC RING-H2 finger A2A)
Chr5_8903766	5	8903766	2.512083e-03	101074612	AT5G25580	NA	NA
Chr4_10563864	4	10563864	1.062551e-02	84149654	AT4G19350	NA	embryo defective 3006 (EC embryo defective 3006)
Chr4_11154367	4	11154367	1.427884e-02	84740157	NA	NA	NA
Chr2_6503165	2	6503165	1.409775e-02	36930836	AT2G15025	NA	Beta-galactosidase related protein (EC Beta-galactosidase related protein)
Chr4_118486	4	118486	1.610903e-02	73704276	AT4G00270	NA	DNA-binding storekeeper protein-related transcriptional regulator (EC DNA-binding storekeeper protein-related transcriptional regulator)
Chr5_14216452	5	14216452	1.677459e-02	106387298	NA	NA	NA
Chr5_14237780	5	14237780	1.048592e-02	106408626	AT5G36160	NA	Tyrosine transaminase family protein (EC Tyrosine transaminase family protein)
Chr5_14923164	5	14923164	1.067291e-02	107094010	AT5G37560	NA	RING/U-box superfamily protein (EC RING/U-box superfamily protein)
Chr5_14924618	5	14924618	1.067291e-02	107095464	AT5G37560	NA	RING/U-box superfamily protein (EC RING/U-box superfamily protein)
Chr5_22289212	5	22289212	1.208367e-02	114460058	AT5G54870	NA	NA
Chr3_7503170	3	7503170	8.076483e-03	57629130	AT3G21320	NA	NA
Chr1_28866717	1	28866717	1.600066e-02	28866717	AT1G76880	NA	Duplicated homeodomain-like superfamily protein (EC Duplicated homeodomain-like superfamily protein)
Chr3_4474515	3	4474515	1.354048e-02	54600475	AT3G13672	NA	TRAF-like superfamily protein (EC TRAF-like superfamily protein)
Chr5_9599937	5	9599937	1.429339e-02	101770783	AT5G27240	NA	DNAJ heat shock N-terminal domain-containing protein (EC DNAJ heat shock N-terminal domain-containing protein)
Chr5_7191537	5	7191537	1.063002e-02	99362383	AT5G21140	NA	embryo defective 1379 (EC embryo defective 1379)
Chr2_11914426	2	11914426	1.049185e-02	42342097	AT2G27970	NA	CDK-subunit 2 (EC CDK-subunit 2)
Chr3_8553143	3	8553143	3.134820e-03	58679103	NA	NA	NA
Chr5_13015770	5	13015770	2.981638e-03	105186616	NA	NA	NA
Chr2_6177141	2	6177141	2.361730e-03	36604812	AT2G14510	NA	Leucine-rich repeat protein kinase family protein (EC Leucine-rich repeat protein kinase family protein)
Chr4_1923132	4	1923132	4.834503e-03	75508922	NA	NA	NA
Chr3_12607562	3	12607562	1.084901e-02	62733522	AT3G30842	NA	pleiotropic drug resistance 10 (EC pleiotropic drug resistance 10)
Chr4_9022133	4	9022133	8.463012e-03	82607923	AT4G15890	NA	binding (EC binding)
Chr5_9900668	5	9900668	1.368057e-02	102071514	NA	NA	NA
Chr2_158697	2	158697	2.366626e-03	30586368	AT2G01320	NA	ABC-2 type transporter family protein (EC ABC-2 type transporter family protein)
Chr4_1337727	4	1337727	2.002296e-02	74923517	AT4G03020	NA	transducin family protein / WD-40 repeat family protein (EC transducin family protein / WD-40 repeat family protein)
Chr5_17467818	5	17467818	1.075424e-02	109638664	AT5G43470	NA	Disease resistance protein (CC-NBS-LRR class) family (EC Disease resistance protein (CC-NBS-LRR class) family)
Chr4_17325888	4	17325888	1.302688e-02	90911678	AT4G36750	NA	Quinone reductase family protein (EC Quinone reductase family protein)
Chr5_25797693	5	25797693	8.872668e-03	117968539	AT5G64530	NA	xylem NAC domain 1 (EC xylem NAC domain 1)
Chr2_18999075	2	18999075	7.191627e-03	49426746	AT2G46260	NA	BTB/POZ/Kelch-associated protein (EC BTB/POZ/Kelch-associated protein)
Chr5_11557223	5	11557223	1.987616e-02	103728069	NA	NA	NA
Chr5_12392308	5	12392308	2.782052e-03	104563154	NA	NA	NA
Chr2_6545062	2	6545062	1.190633e-02	36972733	NA	NA	NA
Chr1_7819170	1	7819170	1.059922e-02	7819170	AT1G22150	NA	sulfate transporter 1
Chr1_30027961	1	30027961	8.764731e-03	30027961	AT1G79820	NA	Major facilitator superfamily protein (EC Major facilitator superfamily protein)
Chr1_20821698	1	20821698	8.261854e-03	20821698	AT1G55700	NA	Cysteine/Histidine-rich C1 domain family protein (EC Cysteine/Histidine-rich C1 domain family protein)
Chr1_20822996	1	20822996	8.261854e-03	20822996	AT1G55700	NA	Cysteine/Histidine-rich C1 domain family protein (EC Cysteine/Histidine-rich C1 domain family protein)
Chr1_20823412	1	20823412	8.261854e-03	20823412	AT1G55700	NA	Cysteine/Histidine-rich C1 domain family protein (EC Cysteine/Histidine-rich C1 domain family protein)
Chr1_20828149	1	20828149	8.261854e-03	20828149	NA	NA	NA
Chr1_20828651	1	20828651	8.261854e-03	20828651	NA	NA	NA
Chr1_20828925	1	20828925	8.261854e-03	20828925	NA	NA	NA
Chr1_20829393	1	20829393	8.261854e-03	20829393	NA	NA	NA
Chr1_20830234	1	20830234	8.261854e-03	20830234	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20830514	1	20830514	8.261854e-03	20830514	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20831844	1	20831844	8.261854e-03	20831844	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20833081	1	20833081	8.261854e-03	20833081	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20833549	1	20833549	8.261854e-03	20833549	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20833955	1	20833955	8.261854e-03	20833955	AT1G55720	NA	cation exchanger 6 (EC cation exchanger 6)
Chr1_20835135	1	20835135	8.261854e-03	20835135	AT1G55730	NA	cation exchanger 5 (EC cation exchanger 5)
Chr1_20835603	1	20835603	8.261854e-03	20835603	AT1G55730	NA	cation exchanger 5 (EC cation exchanger 5)
Chr3_6780409	3	6780409	1.358931e-02	56906369	AT3G19540	NA	Protein of unknown function (DUF620) (EC Protein of unknown function (DUF620))
Chr4_529409	4	529409	1.584441e-02	74115199	AT4G01260	NA	DNA-binding storekeeper protein-related transcriptional regulator (EC DNA-binding storekeeper protein-related transcriptional regulator)
Chr5_16361891	5	16361891	2.784485e-03	108532737	AT5G40820	NA	Ataxia telangiectasia-mutated and RAD3-related (EC Ataxia telangiectasia-mutated and RAD3-related)
Chr5_21306742	5	21306742	1.021375e-02	113477588	AT5G52510	NA	SCARECROW-like 8 (EC SCARECROW-like 8)
Chr5_18613760	5	18613760	1.593963e-02	110784606	AT5G45890	NA	senescence-associated gene 12 (EC senescence-associated gene 12)
Chr5_17968807	5	17968807	9.912245e-03	110139653	AT5G44572	NA	NA
Chr1_19752794	1	19752794	1.239459e-02	19752794	NA	NA	NA
Chr2_6057615	2	6057615	1.010322e-02	36485286	AT2G14288	NA	NA
Chr2_19343462	2	19343462	1.439453e-02	49771133	AT2G47090	NA	zinc ion binding
Chr2_1036655	2	1036655	1.268784e-02	31464326	AT2G03420	NA	NA
Chr2_83103	2	83103	1.237306e-02	30510774	AT2G01100	NA	NA
Chr1_4304483	1	4304483	1.440831e-02	4304483	NA	NA	NA
Chr1_2846705	1	2846705	1.162725e-02	2846705	AT1G08840	NA	DNA replication helicase, putative (EC DNA replication helicase, putative)
Chr3_15812801	3	15812801	2.283766e-02	65938761	NA	NA	NA
Chr2_2142921	2	2142921	1.114740e-02	32570592	AT2G05710	NA	aconitase 3 (EC aconitase 3)
Chr5_7894149	5	7894149	1.314509e-02	100064995	NA	NA	NA
Chr2_5898353	2	5898353	2.491389e-02	36326024	NA	NA	NA
Chr1_26279362	1	26279362	1.014033e-02	26279362	AT1G69810	NA	WRKY DNA-binding protein 36 (EC WRKY DNA-binding protein 36)
Chr4_1342970	4	1342970	1.508509e-02	74928760	AT4G03040	NA	NA
Chr3_20340517	3	20340517	8.857662e-03	70466477	AT3G54880	NA	NA
Chr2_1102574	2	1102574	1.421505e-02	31530245	AT2G03630	NA	NA
Chr4_10158035	4	10158035	1.374725e-02	83743825	AT4G18380	NA	F-box family protein (EC F-box family protein)
Chr1_24942539	1	24942539	1.071450e-02	24942539	AT1G66860	NA	Class I glutamine amidotransferase-like superfamily protein (EC Class I glutamine amidotransferase-like superfamily protein)
Chr5_16535743	5	16535743	1.054195e-02	108706589	AT5G41320	NA	NA
Chr5_24572078	5	24572078	1.388419e-02	116742924	AT5G61060	NA	histone deacetylase 5 (EC histone deacetylase 5)
Chr1_25469720	1	25469720	1.133903e-02	25469720	AT1G67900	NA	Phototropic-responsive NPH3 family protein (EC Phototropic-responsive NPH3 family protein)
Chr3_12671366	3	12671366	4.963388e-03	62797326	NA	NA	NA
Chr5_18682228	5	18682228	1.209086e-02	110853074	AT5G46050	NA	peptide transporter 3 (EC peptide transporter 3)
Chr1_12866723	1	12866723	5.024499e-03	12866723	AT1G35150	NA	General transcription factor 2-related zinc finger protein (EC General transcription factor 2-related zinc finger protein)
Chr4_9555410	4	9555410	7.053197e-03	83141200	AT4G16960	NA	Disease resistance protein (TIR-NBS-LRR class) family (EC Disease resistance protein (TIR-NBS-LRR class) family)
Chr5_18923257	5	18923257	1.344603e-02	111094103	AT5G46630	NA	Clathrin adaptor complexes medium subunit family protein (EC Clathrin adaptor complexes medium subunit family protein)
Chr4_12930163	4	12930163	8.673468e-03	86515953	AT4G25240	NA	SKU5 similar 1 (EC SKU5 similar 1)
Chr1_20047752	1	20047752	1.004839e-02	20047752	AT1G53700	NA	WAG 1 (EC WAG 1)
Chr4_3460091	4	3460091	1.991208e-02	77045881	NA	NA	NA
Chr3_23067972	3	23067972	1.055610e-02	73193932	AT3G62330	NA	Zinc knuckle (CCHC-type) family protein (EC Zinc knuckle (CCHC-type) family protein)
Chr5_25710951	5	25710951	1.305424e-02	117881797	AT5G64270	NA	splicing factor, putative (EC splicing factor, putative)
Chr5_24630340	5	24630340	1.565120e-02	116801186	AT5G61240	NA	Leucine-rich repeat (LRR) family protein (EC Leucine-rich repeat (LRR) family protein)
Chr1_11062277	1	11062277	1.215526e-02	11062277	NA	NA	NA
Chr1_1696198	1	1696198	9.596266e-03	1696198	AT1G05660	NA	Pectin lyase-like superfamily protein (EC Pectin lyase-like superfamily protein)
Chr4_15113581	4	15113581	1.447062e-02	88699371	AT4G31040	NA	CemA-like proton extrusion protein-related (EC CemA-like proton extrusion protein-related)
Chr4_15118466	4	15118466	1.447062e-02	88704256	AT4G31060	NA	Integrase-type DNA-binding superfamily protein (EC Integrase-type DNA-binding superfamily protein)
Chr3_8515423	3	8515423	1.702622e-02	58641383	NA	NA	NA
Chr2_18962044	2	18962044	1.257508e-02	49389715	AT2G46150	NA	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family (EC Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family)
Chr3_23045454	3	23045454	8.509590e-03	73171414	AT3G62270	NA	HCO3- transporter family (EC HCO3- transporter family)
Chr3_8499380	3	8499380	1.740656e-02	58625340	AT3G23637	NA	DVL family protein (EC DVL family protein)
Chr3_8516458	3	8516458	1.740656e-02	58642418	NA	NA	NA
Chr1_7798296	1	7798296	1.173391e-02	7798296	AT1G22080	NA	Cysteine proteinases superfamily protein (EC Cysteine proteinases superfamily protein)
Chr2_15060202	2	15060202	1.829871e-02	45487873	AT2G35860	NA	FASCICLIN-like arabinogalactan protein 16 precursor (EC FASCICLIN-like arabinogalactan protein 16 precursor)
Chr4_10130856	4	10130856	1.295544e-02	83716646	NA	NA	NA
Chr5_10499501	5	10499501	1.544420e-02	102670347	NA	NA	NA
Chr2_12127578	2	12127578	1.011911e-02	42555249	NA	NA	NA
Chr1_13857839	1	13857839	1.097864e-02	13857839	NA	NA	NA
Chr5_22653011	5	22653011	1.014685e-02	114823857	AT5G55920	NA	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (EC S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
Chr4_7128893	4	7128893	1.343179e-02	80714683	AT4G11840	NA	phospholipase D gamma 3 (EC phospholipase D gamma 3)
Chr5_3770193	5	3770193	9.974520e-03	95941039	NA	NA	NA
Chr3_7310732	3	7310732	1.233719e-02	57436692	NA	NA	NA
Chr2_5745484	2	5745484	8.775106e-03	36173155	AT2G13790	NA	somatic embryogenesis receptor-like kinase 4 (EC somatic embryogenesis receptor-like kinase 4)
Chr4_17325380	4	17325380	1.474724e-02	90911170	AT4G36750	NA	Quinone reductase family protein (EC Quinone reductase family protein)
Chr4_11026878	4	11026878	2.129381e-02	84612668	NA	NA	NA
Chr4_13592316	4	13592316	2.691067e-03	87178106	AT4G27080	NA	PDI-like 5-4 (EC PDI-like 5-4)
Chr4_10388151	4	10388151	9.691446e-03	83973941	AT4G18960	NA	K-box region and MADS-box transcription factor family protein (EC K-box region and MADS-box transcription factor family protein)
Chr1_3721909	1	3721909	1.223745e-02	3721909	AT1G11130	NA	Leucine-rich repeat protein kinase family protein (EC Leucine-rich repeat protein kinase family protein)
Chr5_3435855	5	3435855	1.407355e-02	95606701	AT5G10890	NA	myosin heavy chain-related (EC myosin heavy chain-related)
Chr4_6827435	4	6827435	3.154267e-02	80413225	AT4G11190	NA	Disease resistance-responsive (dirigent-like protein) family protein (EC Disease resistance-responsive (dirigent-like protein) family protein)
Chr4_6538476	4	6538476	1.291574e-02	80124266	NA	NA	NA
Chr5_8786695	5	8786695	1.861120e-02	100957541	AT5G25310	NA	Exostosin family protein (EC Exostosin family protein)
Chr5_19213403	5	19213403	1.204898e-02	111384249	AT5G47350	NA	alpha/beta-Hydrolases superfamily protein (EC alpha/beta-Hydrolases superfamily protein)
Chr4_2848581	4	2848581	2.639410e-02	76434371	NA	NA	NA
Chr5_25700867	5	25700867	1.526621e-02	117871713	AT5G64250	NA	Aldolase-type TIM barrel family protein (EC Aldolase-type TIM barrel family protein)
Chr4_4445477	4	4445477	1.066752e-02	78031267	NA	NA	NA
Chr3_3586254	3	3586254	1.240424e-02	53712214	AT3G11410	NA	protein phosphatase 2CA (EC protein phosphatase 2CA)
Chr4_13307802	4	13307802	9.303136e-03	86893592	AT4G26270	NA	phosphofructokinase 3 (EC phosphofructokinase 3)
Chr4_13425225	4	13425225	1.483931e-02	87011015	AT4G26610	NA	D6 protein kinase like 1 (EC D6 protein kinase like 1)
Chr1_3984994	1	3984994	1.592978e-02	3984994	AT1G11790	NA	arogenate dehydratase 1 (EC arogenate dehydratase 1)
Chr5_7025723	5	7025723	1.340939e-02	99196569	AT5G20730	NA	Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related (EC Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related)
Chr5_14685018	5	14685018	1.267859e-02	106855864	AT5G37130	NA	Protein prenylyltransferase superfamily protein (EC Protein prenylyltransferase superfamily protein)
Chr1_3230772	1	3230772	3.301008e-03	3230772	AT1G09930	NA	oligopeptide transporter 2 (EC oligopeptide transporter 2)
Chr1_9754151	1	9754151	9.100739e-03	9754151	AT1G27990	NA	NA
Chr1_24765694	1	24765694	2.563815e-03	24765694	AT1G66390	NA	myb domain protein 90 (EC myb domain protein 90)
Chr5_2220237	5	2220237	1.771768e-02	94391083	AT5G07160	NA	Basic-leucine zipper (bZIP) transcription factor family protein (EC Basic-leucine zipper (bZIP) transcription factor family protein)
Chr4_8912944	4	8912944	1.397631e-02	82498734	AT4G15620	NA	Uncharacterised protein family (UPF0497) (EC Uncharacterised protein family (UPF0497))
Chr2_9598799	2	9598799	1.389533e-02	40026470	AT2G22600	NA	RNA-binding KH domain-containing protein (EC RNA-binding KH domain-containing protein)
Chr1_13618431	1	13618431	2.547142e-03	13618431	NA	NA	NA
Chr5_10606947	5	10606947	9.968255e-03	102777793	NA	NA	NA
Chr5_13236284	5	13236284	6.724006e-03	105407130	AT5G34930	NA	arogenate dehydrogenase (EC arogenate dehydrogenase)
Chr5_10500361	5	10500361	1.462211e-02	102671207	NA	NA	NA
Chr2_6700533	2	6700533	2.935986e-03	37128204	AT2G15370	NA	fucosyltransferase 5 (EC fucosyltransferase 5)
Chr2_10362442	2	10362442	1.170385e-02	40790113	AT2G24340	NA	sequence-specific DNA binding transcription factors (EC sequence-specific DNA binding transcription factors)
Chr1_14300441	1	14300441	1.533810e-02	14300441	NA	NA	NA
Chr5_9219404	5	9219404	1.301271e-02	101390250	NA	NA	NA
Chr2_5603237	2	5603237	3.612742e-03	36030908	AT2G13440	NA	glucose-inhibited division family A protein (EC glucose-inhibited division family A protein)
Chr5_21634521	5	21634521	1.706250e-02	113805367	AT5G53300	NA	ubiquitin-conjugating enzyme 10 (EC ubiquitin-conjugating enzyme 10)
Chr1_3997059	1	3997059	1.037002e-02	3997059	AT1G11840	NA	glyoxalase I homolog (EC glyoxalase I homolog)
Chr1_20850516	1	20850516	9.102023e-03	20850516	AT1G55760	NA	BTB/POZ domain-containing protein (EC BTB/POZ domain-containing protein)
Chr5_13586045	5	13586045	1.437991e-02	105756891	AT5G35360	NA	acetyl Co-enzyme a carboxylase biotin carboxylase subunit (EC acetyl Co-enzyme a carboxylase biotin carboxylase subunit)
Chr2_12009897	2	12009897	1.043950e-02	42437568	AT2G28170	NA	Cation/hydrogen exchanger family protein (EC Cation/hydrogen exchanger family protein)
Chr4_12822838	4	12822838	1.256458e-02	86408628	AT4G24920	NA	secE/sec61-gamma protein transport protein (EC secE/sec61-gamma protein transport protein)
Chr3_23093608	3	23093608	8.714096e-03	73219568	AT3G62420	NA	basic region/leucine zipper motif 53 (EC basic region/leucine zipper motif 53)
Chr3_23095023	3	23095023	8.714096e-03	73220983	AT3G62420	NA	basic region/leucine zipper motif 53 (EC basic region/leucine zipper motif 53)
Chr2_12912141	2	12912141	9.075056e-03	43339812	AT2G30280	NA	RNA-directed DNA methylation 4 (EC RNA-directed DNA methylation 4)
